rank,domain,category,fit_score,composite_score,domain_rating_estimate,dr_label,recent_article_date,recent_article_url,recent_article_title,doelgroep_match,doelgroep_omschrijving,fit_motivation,pitch_angle,submission_proces_hint,submission_url_hint,first_impression,source_query,verified_via,agent_id
133,zorgenwelzijnzhz.nl,C15,4,0.605,LOW (DR <30),estimated,2026,https://www.zorgenwelzijnzhz.nl/nieuws/werk-en-mantelzorg-in-de-zorg-steeds-vaker-een-dubbele-rol,Werk en mantelzorg in de zorg: steeds vaker een dubbele rol,zorgprof,HR en leidinggevenden bij zorg- en welzijnswerkgevers in Zuid-Holland-Zuid.,"Regionaal werkgeversplatform met actuele welzijnsblog en HR-workshops (mantelzorg, opleiden); doelgroep HR/leidinggevenden zorg/welzijn matcht.",Zenuwstelsel-regulatie voor zorgmedewerkers met dubbele rol (werk + mantelzorg) — praktisch handvat voor HR/leidinggevenden ZHZ.,pitch via redactie,niet gevonden,Regionaal werkgeversplatform Zuid-Holland-Zuid met nieuws zorg & welzijn.,SectorplanPlus zorg welzijn,WebSearch,D
134,ikgastarten.nl,C5,2,0.595,HIGH (DR 60+),estimated,2026-04-20,https://www.ikgastarten.nl/bedrijf-starten/juridisch/prinsjesdag-2024-ondernemers,Zelfstandigenaftrek en startersaftrek 2026,ondernemer,"Startende zelfstandige ondernemers/zzp'ers die financiele, juridische en startersinformatie zoeken (Rabobank).","Rabobank-platform met starters-content (belasting, regelingen) — vooral fiscaal/juridisch, weinig burn-out/verzuim-thema, gastauteur extern zeldzaam.",Voor zzp/starters: zenuwstelsel-regulatie als preventie van eigen burn-out en arbeidsongeschiktheid.,pitch via redactie,niet gevonden,KvK-platform voor startende ondernemers met startersverhalen,"""ondernemer.nl"" OR ""ikgastarten"" OR ""deondernemer.nl"" gastblog",WebSearch,B
135,managementstart.nl,C6,4,0.59,MEDIUM (DR 30-60),estimated,niet gevonden,https://www.managementstart.nl/,niet gevonden,HR,"Managers, directeuren en leidinggevenden die zich oriënteren op managementkennis.",First impression noemt open uitnodiging om te publiceren — directe pitch-route mogelijk; doelgroep managers past bij verzuim/burn-out content.,Hoe leidinggevenden teamprestatie verhogen via zenuwstelselregulatie en co-regulatie.,open call,niet gevonden,Platform voor managers en directeuren met open uitnodiging om te publiceren,directeur platform Nederland artikel publiceren,WebSearch,F
136,niped.nl,C4,4,0.59,MEDIUM (DR 30-60),estimated,2025-05-15,https://niped.nl/nieuws/overname-niped-door-robidus/,Niped: strategische overname markeert nieuw hoofdstuk,arbo,"Werkgevers, HR en arbo-professionals die preventieve gezondheidschecks (PMO/PAGO) afnemen.",Preventie/gezondheidscheck-aanbieder met sterke kennisbank en webinars over werkvloer-gezondheid; gastexpertcontent aannemelijk.,Zenuwstelselsignalen als vroege voorspeller van uitval — aanvulling op PMO en preventieve gezondheidsanalyses.,pitch via redactie,niet gevonden,Preventief gezondheidsplatform met kennisbank over mentale klachten.,mentaal welzijn werkgever,WebSearch,F
137,regioplus.nl,C15,4,0.59,MEDIUM (DR 30-60),estimated,2025-2026,https://regioplus.nl/subsidie-sectorplanplus-stopt-definitief-per-1-januari-2026/,Subsidie SectorplanPlus stopt definitief per 1 januari 2026,HR,Werkgevers en HR-managers in zorg en welzijn — regionale werkgeversorganisaties zorg/welzijn.,Regionaal werkgeverskanaal zorg & welzijn met sterke uitstroom/verzuim-data; geschikte plek voor expertbijdrage over personeelsbehoud via zenuwstelselregulatie.,Hoe zorgwerkgevers uitstroom verminderen via zenuwstelselregulatie — een retentie-instrument naast strategisch opleiden.,pitch via redactie,niet gevonden,Samenwerking regionale werkgeversorganisaties zorg & welzijn met blog over personeel.,RegioPlus zorgwerkgever blog,WebSearch,F
138,sterkdoorwerk.nl,C4,4,0.59,MEDIUM (DR 30-60),estimated,2025-2026,https://sterkdoorwerk.nl/sdw-content/interview-met-stefan-groothuis-over-openheid-op-de-werkvloer/,Interview met Stefan Groothuis over openheid op de werkvloer,HR,"GGZ, UWV, gemeenten, werkgevers en re-integratieprofessionals binnen het convenant Sterk door Werk 2024-2026.",Convenantplatform GGZ-werkgevers-keten met circa 94 artikelen in 2025; sterke match voor psychische kwetsbaarheid/werk en gastinterviews.,Zenuwstelsel-regulatie als brug tussen GGZ-behandeling en duurzame inzetbaarheid op de werkvloer — case voor werkgevers.,pitch via redactie,niet gevonden,Platform gericht op preventie en arbeidsongeschiktheid bij werkenden.,preventie werknemer blog,WebSearch,D
139,stigas.nl,C4|C15,4,0.59,MEDIUM (DR 30-60),estimated,2025-2026,https://www.stigas.nl/vitaliteit/blog/vitaliteit-op-de-werkvloer,10 tips voor meer vitaliteit op de werkvloer | Stigas,arbo,Werkgevers en werknemers in de groene en agrarische sector (Colland-werkgevers).,Arbo-aanbieder met actief vitaliteitsblog en coaching; sterke fit voor expertbijdrage over zenuwstelselregulatie binnen vitaliteitsscan-context.,Vitaliteit voorbij scan en tips: hoe zenuwstelselregulatie het effect van vitaliteitscoaching versterkt.,pitch via redactie,niet gevonden,Arbo-organisatie voor groene sector met vitaliteitscontent voor werkgevers.,vitaliteit werkgever blog,WebSearch,F
140,vds.nl,C6,4,0.59,MEDIUM (DR 30-60),estimated,2025-07,https://vds.nl/blog/leiderschap-in-het-ai-tijdperk/,Leiderschap in het AI-tijdperk | VDS Training Consultants,HR,"Leidinggevenden, L&D-professionals en HR die leiderschapsprogramma's inkopen — onderdeel van GITP.",Toonaangevend NL leiderschapstrainingsbureau met actieve blog; passend voor expertbijdrage over zenuwstelselregulatie als leiderschapsvaardigheid.,"Iedereen is een leider: hoe co-regulatie van het zenuwstelsel het kernfundament wordt voor moderne, niet-hiërarchische leiderschapsculturen.",pitch via redactie,niet gevonden,VDS training met blog over leiderschap en teamontwikkeling,leiderschap blog Nederland gastauteur,WebSearch,F
141,volandis.nl,C9,4,0.59,MEDIUM (DR 30-60),estimated,2025-2026,https://www.volandis.nl/nieuws/nieuw-toolbox-veilig-werken-in-de-warmte-en-hitte,Nieuw: Toolbox Veilig werken in de warmte en hitte,arbo,"Werkgevers, arbodiensten en werknemers in de bouw & infra die zich richten op duurzame inzetbaarheid en gezondheid.",Sectorkenniscentrum DI bouw met actieve content over fysieke en mentale belasting; doelgroep arbodiensten + werkgevers; thematisch sterk passend.,Bouwvakkers en zenuwstelsel: hoe fysieke en mentale belasting samenkomen en wat werkgevers in bouw kunnen doen.,pitch via redactie,niet gevonden,Kenniscentrum duurzame inzetbaarheid bouw & infra met blog over verzuimpreventie.,SER blog werkgever Nederland,WebSearch,C
142,asr.nl,C16,3,0.585,HIGH (DR 60+),estimated,2026,https://www.asr.nl/blog/veranderingen-wonen-en-hypotheken-2026,Veranderingen voor wonen en hypotheken in 2026 | Blogs | a.s.r.,werkgever,"Particuliere en zakelijke klanten van a.s.r. (werkgevers, ondernemers, particulieren).","Sterke autoriteit en zakelijke werkgeverssectie, maar corporate blog van verzekeraar zonder open call voor externe auteurs.",Vitaliteit en zenuwstelselregulatie als preventieve laag in verzuimverzekeringsproducten voor MKB-werkgevers.,geen info gevonden,niet gevonden,Verzekeraar a.s.r. met zakelijk blog over slaap en werknemerswelzijn.,slaaptips werkgever,WebSearch,F
143,berenschot.nl,C1,3,0.585,HIGH (DR 60+),estimated,2025,https://www.berenschot.nl/artikelen/hr-beleidsthema-s,De belangrijkste hr-beleidsthema's van 2025 op een rij,HR,"HR-directies, leidinggevenden en bestuurders in zowel publieke als private organisaties die HR-beleid en duurzame inzetbaarheid uitwerken.","Hoog autoriteitsdomein met HR-trendsonderzoek 2025-2026; vooral eigen onderzoekers, beperkte open call voor gastauteurs.",Zenuwstelsel-regulatie als nieuwe HR-beleidspijler: van reactief verzuim-management naar preventief PSA-beleid.,pitch via redactie,niet gevonden,Adviesbureau met inhoudelijke artikelen over duurzame inzetbaarheid en HR.,duurzame inzetbaarheid artikel,WebSearch,E
144,centraalbeheer.nl,C1|C16,3,0.585,HIGH (DR 60+),estimated,2025,https://www.centraalbeheer.nl/zakelijk/artikelen/actuele-cijfers-en-trends-instroom-verzuim-en-arbeidsongeschiktheid,Actuele cijfers en trends instroom verzuim en arbeidsongeschiktheid,werkgever,"MKB- en grotere werkgevers die zakelijk verzekerd zijn (verzuim, WIA) en zoeken naar duurzame inzetbaarheid-handvatten.","Sterke autoriteit en thema-match (verzuim, DI, WIA) maar corporate verzekeraar — gastauteurs zelden, meer gericht op eigen content.",Zenuwstelsel-regulatie als preventieve interventie bij groeiende WIA-instroom: praktijkcase voor verzekerde werkgevers.,pitch via redactie,niet gevonden,Verzekeraar zakelijke blog met Lekker Bezig programma over duurzame inzetbaarheid.,duurzame inzetbaarheid blog,WebSearch,B
145,goudse.nl,C5,3,0.585,HIGH (DR 60+),estimated,2026,https://www.goudse.nl/algemeen/vgg-site/nieuws-links-vgg/de-nieuwe-aow-bedragen-vanaf-1-januari-2026,De nieuwe AOW bedragen vanaf 1 januari 2026 zijn bekend,ondernemer,"MKB-ondernemers en adviseurs die verzuim-, AOV- en inkomensverzekeringen afsluiten.",Sterke autoriteit met verzuimverzekeringscontent voor MKB; corporate verzekeraarssite met beperkte ruimte voor externe gastauteurs.,Verzuimpreventie via zenuwstelselregulatie — een onderbenutte schakel voor MKB-werkgevers met verzuimverzekering.,geen info gevonden,niet gevonden,De Goudse verzekeraar met praktische tips voor MKB over verzuim,Nederlandse ondernemers magazine personeel verzuim,WebSearch,F
146,interpolis.nl,C5,3,0.585,HIGH (DR 60+),estimated,2025,https://www.interpolis.nl/service/zorg/prinsjesdag,Veranderingen in je zorgverzekering 2026,werkgever,Consumenten en MKB-ondernemers in NL; verzekeringsmateriaal en magazine-artikelen.,Hoge DR en magazine met ondernemerscontent; gastauteurschap zeldzaam maar magazine-format biedt mogelijke pitch.,Personeel behouden vraagt om zenuwstelsel-bewustzijn: hoe MKB-werkgevers verzuim verminderen voor de polis betaalt.,pitch via redactie,niet gevonden,Verzekeraar met magazine Welbevinden over personeel behouden,Nederlandse ondernemers magazine personeel verzuim,WebSearch,A
147,nvz-ziekenhuizen.nl,C15,3,0.585,HIGH (DR 60+),estimated,2025,https://nvz-ziekenhuizen.nl/actualiteit-en-opinie/gedeelde-besluitvorming-loont-lagere-vertrekintentie-zorg-en-sociaal-domein,Gedeelde besluitvorming loont: lagere vertrekintentie in zorg en sociaal domein,HR,"Ziekenhuisbestuurders, HR-directie en stafmedewerkers in NL ziekenhuizen.",Brancheorganisatie ziekenhuizen met sterke HR/arbeidsmarkt-content; redactie is beleidsgericht maar opinieartikelen mogelijk.,Vertrekintentie in de zorg: zenuwstelsel-werk als ontbrekend onderdeel van duurzaam HR-beleid in ziekenhuizen.,pitch via redactie,niet gevonden,Vereniging Nederlandse Ziekenhuizen met opinieartikelen over HR-beleid in zorg.,zorg HR blog Nederland,WebSearch,A
148,defysiotherapeut.com,C16,3,0.585,MEDIUM (DR 30-60),estimated,2026,https://defysiotherapeut.com/nieuws/verzekerd-bij-zilveren-kruis-in-2026-geen-eigen-risico-meer-voor-deze-behandelingen,Verzekerd bij Zilveren Kruis? In 2026 geen eigen risico meer voor deze behandelingen,zorgprof,Patiënten en fysiotherapeuten — kennisbank over fysiotherapeutische behandelingen en vergoedingen.,"Psychosomatische fysiotherapie is direct relevant voor zenuwstelsel-content, maar publiek is voornamelijk patiënten — niet primair HR/werkgever.",Psychosomatische fysiotherapie en polyvagale theorie bij chronische stress en lichamelijke spanningsklachten.,pitch via redactie,niet gevonden,Branche-platform fysio met blog over psychosomatische fysiotherapie.,psychosomatische fysiotherapie blog,WebSearch,F
149,driessen.nl,C7,3,0.585,MEDIUM (DR 30-60),estimated,2026,https://www.driessen.nl/werkgevers/kenniscentrum/wet-en-regelgeving/hr-wet-en-regelgeving-in-2026-alles-wat-je-moet-weten,HR wet- en regelgeving in 2026: Alles wat je moet weten,HR,Werkgevers en HR-professionals in publieke sector en uitzendbranche die wet- en regelgeving en personeelszaken volgen.,"Actief HR-kenniscentrum met content over verzuim, casemanagement en goed werkgeverschap; redactie traditioneel niet open voor gastauteurs.",Hoe casemanagers zenuwstelsel-regulatie gebruiken om langdurig verzuim eerder te keren.,pitch via redactie,niet gevonden,HR-dienstverlener met kenniscentrum voor goed werkgeverschap.,CNV vakbond werkgever artikel,WebSearch,E
150,dutchhealthhub.nl,C15,3,0.585,MEDIUM (DR 30-60),estimated,2026,https://www.dutchhealthhub.nl/artikelen/ravijnjaar-2026-bereid-je-op-tijd-voor,Ravijnjaar 2026: bereid je op tijd voor,zorgprof,"Bestuurders en managers in de zorg/life-sciences die strategisch nieuws over innovatie, beleid en HR volgen.","Actueel medium voor zorgmanagement, raakt aan HR-vraagstukken in zorg — gastartikel mogelijk via redactie, thema-match indirect via verzuim/personeel.",Hoe zenuwstelsel-regulatie helpt om verzuim in de zorg te verlagen tijdens het 'ravijnjaar' 2026.,pitch via redactie,niet gevonden,Online medium zorg-management met artikel over Zorg & HR.,zorg HR blog Nederland,WebSearch,B
151,industrievandaag.nl,C15,3,0.585,MEDIUM (DR 30-60),estimated,2026,https://industrievandaag.nl/industrie-ziet-groei-in-2026-licht-aantrekken/,Industrie ziet groei in 2026 licht aantrekken,werkgever,"Beslissers, MT en HR in de Nederlandse industrie en technologische maakindustrie.",Vakplatform met sterke industrie-focus; HR-/verzuim-content beperkt zichtbaar maar passend voor arbeidstekort-/inzetbaarheidsangle.,Arbeidstekort als #1-pijnpunt 2026: zenuwstelsel-regulatie als retentie- en verzuimaanpak in industriele MKB.,pitch via redactie,niet gevonden,Onafhankelijk platform met overzicht industrievakbladen en HR-nieuws.,industrie HR vakblad NL,WebSearch,D
152,ncoi.nl,C6|C13,3,0.585,MEDIUM (DR 30-60),estimated,2026,https://www.ncoi.nl/alle-opleidingen.html,Opleidingsaanbod 2026,HR,"Werkende professionals die opleidingen/MBO/HBO/master volgen, plus HR/L&D-inkopers bij werkgevers.",Grote opleider met blog maar search-snippets tonen vooral cursusoverzichten; redactionele content rond leidinggeven mogelijk maar minder direct zichtbaar.,Zenuwstelsel-bewust leidinggeven als competentie voor leerprofessionals in NCOI-leiderschapstrajecten.,pitch via redactie,niet gevonden,Opleider met uitgebreide blog over management en leidinggeven,leidinggeven blog Nederland artikel,WebSearch,D
153,sociaalweb.nl,C12,3,0.585,MEDIUM (DR 30-60),estimated,2026,https://sociaalweb.nl/nieuws/de-wake-up-call-van-2025-en-de-opdracht-voor-2026/,De wake-up call van 2025 en de opdracht voor 2026 - PONT Zorg&Sociaal,zorgprof,"Sociaal-werk-, zorg- en welzijnsprofessionals, beleidsmakers en juristen in publieke sector.",Kennisplatform met actuele content over sociaal domein/zorg; relevant maar primair beleid/juridisch — geen direct HR/werkgever-publiek voor zenuwstelsel-content.,Zenuwstelselregulatie als interventielaag voor sociaal-werkers en zorgprofessionals die zelf hoog verzuim kennen.,pitch via redactie,niet gevonden,PONT Zorg & Sociaal kennisplatform met magazines - sociaal-zorgaudience.,Zorg en Welzijn vakblad publicatie auteur,WebSearch,F
154,vvponline.nl,C7,3,0.585,MEDIUM (DR 30-60),estimated,2026,https://www.vvponline.nl/nieuws/vvp-4-2025-advieskansen-2026,VVP: advieskansen 2026,werkgever,"Financieel adviseurs, intermediairs en verzekeringsprofessionals.",Vakmedium met sterke autoriteit binnen advieswereld; minder direct HR-publiek maar via AOV/verzuim wel adjacent; gastartikelen plausibel.,Wat adviseurs hun werkgevers-klanten moeten vertellen over zenuwstelsel-regulatie als verzuim-/AOV-claim-preventie.,pitch via redactie,niet gevonden,Vakmedium voor financieel adviseurs met artikelen over vroege interventies psychische klachten.,inkomensverzekeraar blog werkgever,WebSearch,D
155,qivi.nl,C16,5,0.58,LOW (DR <30),estimated,2025-04-11,https://qivi.nl/5-barrieres-bij-burn-out-preventie-dit-zeggen-leidinggevenden/,5 barrieres bij burn-out preventie - dit zeggen leidinggevenden,HR,Leidinggevenden en HR-managers die burn-outpreventie en werkstress-management binnen hun team willen versterken.,"Exact de doelgroep (leidinggevenden bij burn-outpreventie), onderzoek met UU, inhoudelijke blog — perfect match voor zenuwstelsel-gastartikel.",Zenuwstelsel-kennis als ontbrekend stuk in de gereedschapskist van leidinggevenden bij vroege burn-outsignalen.,pitch via redactie,niet gevonden,Coachbureau met blog gericht op leidinggevenden en burn-outpreventie.,burn-out preventie leidinggevenden,WebSearch,B
156,2daysmood.com,C1,4,0.575,MEDIUM (DR 30-60),estimated,2025-11-12,https://2daysmood.com/blog/5-digitale-hr-uitdagingen-voor-gemeenten-in-2026,5 digitale HR-uitdagingen voor gemeenten in 2026,HR,"HR-professionals en strategisch HR in NL organisaties, met focus op werkgeluk, werkdruk en pulsemeting.","Sterke HR-doelgroep met expliciete content over werkdruk, werksfeer en workforce resilience — directe brug naar zenuwstelsel-regulatie bij verzuim.",Van pulsemeting naar lichaamssignalen: hoe HR werkdruk-data koppelt aan zenuwstelsel-regulatie om verzuim te voorkomen.,geen info gevonden,niet gevonden,Werkgeluk-meting blog met kennisartikelen voor HR-professionals.,werkgeluk meten HR,WebSearch,A
157,defittemedewerker.nl,C4|C7,4,0.575,MEDIUM (DR 30-60),estimated,2025-11-28,https://defittemedewerker.nl/hr-trends-2026/,De 6 Belangrijkste HR Trends voor 2026,HR,HR-managers en werkgevers die vitaliteitsprogramma's en themadagen op de werkvloer willen invoeren.,"Actieve blog met Week Zonder Werkstress, HR-trends en vitaliteitskalender 2026 — directe match met burn-out/zenuwstelsel-thema.",Week Zonder Werkstress 2026 voorbij: hoe HR het hele jaar de zenuwstelsel-balans van medewerkers ondersteunt.,geen info gevonden,niet gevonden,Blog van vitaliteitsdienstverlener gericht op werkgevers en wellness programma's.,vitaliteit werkgever blog,WebSearch,E
